Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202 000 022 482,00;3;214;0;N/A;2;2;0;1;0;0;3;;7;1;0;1;50
202 000 022 483,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 484,00;4;BENGALI (RUE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 485,00;3;985;0;N/A;3;4;0;2;0;0;1;;-1;1;0;1;50
202 000 022 486,00;3;908;0;N/A;4;5;3;1;0;0;1;;-1;1;5;1;50
202 000 022 487,00;4;SAINTE FOY (AV);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 488,00;3;2;0;N/A;1;3;0;1;0;0;1;;-1;1;0;1;50
202 000 022 489,00;2;6;0;N/A;2;2;0;2;-1;-1;1;;-1;2;0;1;70
202 000 022 490,00;3;72;-1;N/A;2;2;0;1;19;700;1;;-1;1;0;1;50
202 000 022 491,00;2;21;0;N/A;2;2;0;4;74;100;1;;-1;1;0;1;80
202 000 022 492,00;4;0;-1;N/A;-1;1;0;2;-1;-1;1;;-1;6;0;8;-1
202 000 022 493,00;4;N/A;-1;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 022 494,00;4;N/A;-1;N/A;-1;2;0;2;-1;-1;1;;-1;1;0;8;-1
202 000 022 495,00;2;176;-1;N/A;3;4;0;1;11;600;3;;-1;7;0;3;110
202 000 022 496,00;3;6;-1;N/A;2;2;3;1;14;500;2;;-1;1;0;1;70
202 000 022 497,00;3;315;-1;N/A;2;2;0;1;1;1;1;;5;1;0;1;50
202 000 022 498,00;3;994;0;N/A;2;2;0;4;42;490;1;;-1;1;9;1;80
202 000 022 499,00;3;114;-1;N/A;2;2;0;1;14;120;1;;7;1;0;1;80
202 000 022 500,00;3;411;-1;N/A;2;2;0;1;14;344;1;;-1;1;0;1;80
202 000 022 501,00;3;35;-1;N/A;2;2;0;2;12;265;3;;5,5;7;0;8;80
202 000 022 502,00;2;77;-1;N/A;2;2;0;2;36;941;1;;-1;1;0;1;50
202 000 022 503,00;3;91;0;N/A;2;2;0;1;9;310;2;;-1;7;0;1;80
202 000 022 504,00;3;93;0;N/A;2;2;0;1;13;500;1;;-1;1;5;1;80
202 000 022 505,00;3;14;2;N/A;2;2;0;1;18;350;1;;-1;2;2;4;50
202 000 022 506,00;3;67;-1;N/A;2;2;0;1;12;970;1;;-1;1;0;1;80
202 000 022 507,00;3;67;0;N/A;2;2;0;1;34;500;1;;-1;1;5;3;80
202 000 022 508,00;2;4;-1;N/A;3;4;0;1;3;700;1;;-1;2;0;1;110
202 000 022 509,00;3;163;0;N/A;2;2;0;1;2;100;1;;-1;7;0;3;80
202 000 022 510,00;2;85;0;N;2;2;0;2;25;300;2;;-1;7;0;3;80
202 000 022 511,00;4;PONTIER HENRI (AV);0;N/A;2;2;3;1;0;0;1;;-1;1;5;1;50
202 000 022 512,00;4;JULES GUESDE (RUE);0;N/A;1;1;0;1;0;0;3;;-1;1;0;1;50
202 000 022 513,00;4;GENERAL DE GAULLE (RUE DU);0;N/A;-1;0;0;1;0;0;1;;-1;1;9;8;50
202 000 022 514,00;3;LAKANAL (AVENUE);0;N/A;-1;2;0;2;0;582;3;;-1;2;0;1;50
202 000 022 515,00;3;RENOIR (AVENUE AUGUSTE);0;N/A;2;2;0;1;5;545;2;;-1;1;0;1;50
202 000 022 516,00;4;LECLERC GENERAL AVENUE;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 517,00;4;NICE AVENUE DE (RN7);0;N/A;2;3;0;1;0;0;1;;-1;1;0;1;50
202 000 022 518,00;4;VERDUN AVENUE DE;0;N/A;1;2;0;1;0;0;2;;-1;1;5;1;50
202 000 022 519,00;4;CHARLES AUROUZE ( RUE );0;N/A;1;1;0;1;0;1;1;;-1;1;0;1;50
202 000 022 520,00;4;N/A;0;N/A;1;4;0;1;10;300;1;;-1;1;0;1;70
202 000 022 521,00;4;N/A;0;N/A;1;3;0;1;-1;0;1;;-1;1;0;1;50
202 000 022 522,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 523,00;4;N/A;0;N/A;1;2;0;1;0;0;3;;-1;1;0;1;50
202 000 022 524,00;4;N/A;0;N/A;3;2;1;1;0;0;1;;-1;1;-1;5;50
202 000 022 525,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 526,00;4;N/A;0;N/A;-1;2;0;1;0;0;1;;-1;1;9;1;50
202 000 022 527,00;4;N/A;0;N/A;3;2;0;2;0;0;3;;-1;1;0;1;50
202 000 022 528,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 529,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 022 530,00;4;N/A;0;N/A;1;1;0;1;-1;0;1;;-1;1;8;1;50
202 000 022 531,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 022 532,00;4;N/A;0;N/A;2;2;1;2;-1;0;1;;-1;1;-1;5;50
202 000 022 533,00;4;N/A;0;N/A;2;2;1;1;-1;0;1;;-1;1;-1;5;30
202 000 022 534,00;4;N/A;0;N/A;2;4;0;2;0;0;1;;-1;1;0;1;50
202 000 022 535,00;4;N/A;0;N/A;2;8;0;1;0;0;1;;-1;1;0;1;50
202 000 022 536,00;4;N/A;0;N/A;2;3;1;1;0;0;1;;-1;1;-1;5;50
202 000 022 537,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 022 538,00;3;PRESIDENT JOHN FITZGERALD KENNEDY (AV DU;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 539,00;4;GABRIEL PERI (R);0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 540,00;3;161;0;N/A;1;2;0;2;0;1;1;;-1;1;0;1;50
202 000 022 541,00;4;VATIER (AV);0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;50
202 000 022 542,00;3;STALINGRAD (AV DE);0;N/A;1;4;1;1;0;1;1;;-1;1;6;5;50
202 000 022 543,00;4;CASALIS.(AVE DU DR PAUL);0;N/A;-1;2;0;1;0;0;1;;-1;1;9;1;50
202 000 022 544,00;4;JARDINS (R DES);0;N/A;4;2;0;1;0;0;1;;-1;1;0;1;30
202 000 022 545,00;3;901;0;N/A;3;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 546,00;3;20;0;N/A;2;4;2;1;0;1;1;;-1;1;9;1;50
202 000 022 547,00;3;37;0;N/A;4;1;0;1;0;1;1;;-1;1;0;1;50
202 000 022 548,00;4;LEON LOISEAU (RUE);0;N/A;1;1;1;2;0;0;1;;-1;1;0;1;50
202 000 022 549,00;4;N/A;0;N/A;2;2;2;1;0;0;1;;-1;1;0;1;50
202 000 022 550,00;4;CAPSULERIE RUE DE LA;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 551,00;3;370;0;N/A;2;3;0;3;0;1;1;;-1;1;5;6;30
202 000 022 552,00;3;115;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 553,00;3;913;0;N/A;3;4;0;1;0;0;1;;-1;1;0;1;50
202 000 022 554,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;9;1;50
202 000 022 555,00;3;106;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 556,00;3;D911;-1;N/A;2;2;0;1;49;100;1;;-1;1;5;1;80
202 000 022 557,00;3;757;0;N/A;2;2;0;2;8;700;1;;-1;1;0;1;80
202 000 022 558,00;3;424;-1;N/A;2;2;0;2;21;600;1;;-1;1;0;1;80
202 000 022 559,00;3;D132;-1;N/A;2;2;0;1;1;572;1;;-1;1;0;1;-1
202 000 022 560,00;3;146;0;P;4;2;0;1;6;300;3;;4;1;0;1;50
202 000 022 561,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;80
202 000 022 562,00;3;26;0;N/A;2;2;0;2;4;950;1;;-1;1;0;1;70
202 000 022 563,00;3;1508;0;N/A;2;2;0;2;2;600;1;;-1;1;0;1;80
202 000 022 564,00;3;908A;0;D;2;2;0;1;0;200;1;;-1;1;0;1;80
202 000 022 565,00;3;6;0;N/A;2;2;0;1;21;598;1;;-1;1;0;1;80
202 000 022 566,00;3;158;-1;N/A;2;2;0;1;-1;-1;2;;6,3;1;0;1;50
202 000 022 567,00;3;D929;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;80
202 000 022 568,00;3;56;-1;N/A;2;2;0;1;0;460;3;;-1;1;0;1;50
202 000 022 569,00;3;931;-1;N/A;2;2;0;2;38;700;1;;-1;1;0;3;80
202 000 022 570,00;4;N/A;-1;N/A;2;2;0;1;0;0;1;;-1;1;0;1;-1
202 000 022 571,00;3;611;-1;N/A;2;2;0;1;42;300;3;;-1;1;0;1;80
202 000 022 572,00;3;606;0;N/A;2;2;0;1;12;0;3;;-1;1;0;1;80
202 000 022 573,00;3;Ave de Bretagne;-1;N/A;2;2;0;1;4;560;1;;-1;1;0;1;50
202 000 022 574,00;3;771;0;N/A;2;2;0;2;0;650;1;;-1;1;0;1;80
202 000 022 575,00;3;162;-1;N/A;2;2;0;1;15;600;2;;-1;1;0;3;80
202 000 022 576,00;3;290;0;N/A;2;2;0;2;5;315;1;;-1;1;0;1;50
202 000 022 577,00;3;673;0;N/A;2;2;0;1;13;650;1;;-1;1;0;1;80
202 000 022 578,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 579,00;3;215;-1;N/A;2;2;0;2;1;700;1;;-1;1;5;1;30
202 000 022 580,00;3;795;-1;N/A;2;2;-1;1;31;446;2;;-1;1;0;1;50
202 000 022 581,00;3;117;-1;N/A;2;2;0;1;4;839;3;;-1;1;0;1;50
202 000 022 582,00;4;N/A;-1;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 583,00;3;97;-1;N/A;2;2;0;2;-1;-1;2;;-1;1;0;1;50
202 000 022 584,00;3;19;0;N/A;2;2;0;1;15;100;1;;-1;1;0;1;80
202 000 022 585,00;3;942;0;N/A;2;2;0;1;25;700;2;;-1;1;0;1;80
202 000 022 586,00;3;6;0;N/A;2;2;0;1;16;6;1;;-1;1;9;1;50
202 000 022 587,00;2;7;0;N/A;2;3;0;1;28;346;1;;-1;1;0;1;80
202 000 022 588,00;3;921;-1;N/A;2;2;0;2;10;100;3;;-1;2;0;3;90
202 000 022 589,00;6;non renseigné;-1;N/A;-1;0;0;1;-1;-1;1;;5;1;9;8;50
202 000 022 590,00;3;25;-1;N/A;-1;2;0;1;-1;-1;3;;-1;1;0;8;50
202 000 022 591,00;4;de la plage;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;45
202 000 022 592,00;4;de Gaulle;-1;N/A;2;1;0;1;-1;-1;1;;-1;1;0;4;50
202 000 022 593,00;3;28;-1;N/A;3;2;0;1;16;200;1;;-1;1;0;1;80
202 000 022 594,00;3;1212;-1;N/A;2;2;0;1;2;85;2;;-1;1;0;3;70
202 000 022 595,00;3;101;0;B;2;2;0;1;96;800;1;;-1;1;0;1;90
202 000 022 596,00;4;N/A;0;N/A;2;2;0;1;-1;-1;2;;4;1;0;1;80
202 000 022 597,00;3;133;0;N/A;2;2;0;1;3;350;1;;-1;9;0;1;80
202 000 022 598,00;1;5;0;N/A;3;4;0;1;143;250;1;;-1;1;0;3;130
202 000 022 599,00;4;Route de la distillerie;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;3;50
202 000 022 600,00;1;A35;-1;N/A;1;1;0;1;-1;-1;1;;-1;1;3;1;90
202 000 022 601,00;1;7;0;A;3;3;0;1;164;20;1;;-1;1;0;1;110
202 000 022 602,00;1;77;0;N/A;3;4;0;1;3;400;1;;-1;1;0;2;130
202 000 022 603,00;3;28;0;N/A;2;2;0;3;-1;-1;1;;-1;6;5;1;70
202 000 022 604,00;3;28;0;N/A;2;2;0;3;-1;-1;1;;-1;2;0;1;80
202 000 022 605,00;5;1;0;N;2;2;0;1;0;0;2;;-1;1;0;3;30
202 000 022 606,00;4;N/A;-1;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 022 607,00;3;209;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;9;1;30
202 000 022 608,00;3;751;0;N/A;3;4;0;1;11;680;1;;-1;1;5;1;30
202 000 022 609,00;3;912;0;N/A;2;2;1;1;8;615;1;;-1;1;0;1;50
202 000 022 610,00;3;84;-1;N/A;2;2;0;1;-1;-1;2;;-1;1;0;1;80
202 000 022 611,00;3;612;-1;N/A;2;2;0;1;37;900;3;;-1;1;0;1;70
202 000 022 612,00;3;24;-1;N/A;2;2;0;1;21;117;1;;-1;1;0;1;50
202 000 022 613,00;3;907;-1;D;3;4;0;1;-1;-1;3;;-1;1;5;1;70
202 000 022 614,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 615,00;3;994;3;D;2;2;0;2;1;600;4;;-1;1;0;3;80
202 000 022 616,00;3;1205;-1;N/A;2;2;0;1;12;800;1;;-1;1;0;8;80
202 000 022 617,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;9;0;1;50
202 000 022 618,00;3;37;0;D;2;2;0;4;-1;-1;1;;-1;1;0;1;50
202 000 022 619,00;3;27;-1;N/A;1;1;0;1;8;-1;1;;-1;1;0;1;30
202 000 022 620,00;3;11;0;D;2;2;0;1;28;330;2;;-1;1;0;1;70
202 000 022 621,00;1;1;0;A;3;3;0;1;98;600;1;;-1;1;0;1;130
202 000 022 622,00;7;146;-1;D;2;2;1;1;-1;-1;1;;-1;1;0;1;80
202 000 022 623,00;1;50;0;N/A;3;3;0;1;10;500;1;;-1;1;3;1;90
202 000 022 624,00;1;A7-Sens Lyon vers Marseille;0;N/A;1;1;0;1;260;0;4;;-1;1;3;1;50
202 000 022 625,00;2;7;0;N/A;3;2;0;1;6;699;1;;-1;1;0;1;50
202 000 022 626,00;3;383;0;N/A;3;5;0;1;6;99;1;;-1;1;0;1;70
202 000 022 627,00;1;72;0;N/A;3;4;0;1;2;125;1;;-1;1;0;1;90
202 000 022 628,00;1;10;0;N/A;3;6;0;1;536;799;1;;-1;1;0;1;110
202 000 022 629,00;1;630;0;N/A;3;6;0;1;26;899;1;;-1;1;0;1;90
202 000 022 630,00;2;385;0;E;3;2;0;2;55;0;1;;10,5;1;0;1;90
202 000 022 631,00;1;6;0;A;3;6;0;1;8;399;1;;-1;1;0;1;110
202 000 022 632,00;1;6;0;B;3;3;0;1;7;500;1;;-1;1;0;1;110
202 000 022 633,00;2;305;0;I;3;6;0;1;58;500;1;;-1;1;0;1;90
202 000 022 634,00;2;12;0;N/A;3;6;0;1;23;700;1;;-1;1;0;1;110
202 000 022 635,00;1;AUTOROUTE A3;0;N/A;3;7;0;1;9;0;1;;-1;1;0;1;90
202 000 022 636,00;1;AUTOROUTE A3;0;N/A;3;10;0;1;1;899;1;;-1;1;0;1;90
202 000 022 637,00;1;15;0;N/A;3;8;0;1;4;800;1;;-1;1;2;1;90
202 000 022 638,00;1;104;0;N/A;-1;2;0;1;14;100;1;;-1;1;0;1;90
202 000 022 639,00;1;A4;0;N/A;1;1;0;2;15;300;1;;-1;1;0;1;90
202 000 022 640,00;4;BEAUBREUIL (AVENUE DE);0;N/A;3;4;0;1;0;0;1;;-1;1;0;1;50
202 000 022 641,00;3;CROIX-FINOR (AVENUE);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 642,00;4;880;0;N/A;2;2;1;1;0;0;1;;-1;1;0;1;50
202 000 022 643,00;4;PRESIDENT MITTERAND(AVENUE);0;N/A;2;2;0;2;0;0;1;;-1;2;0;1;50
202 000 022 644,00;4;PRESIDENT MITTERAND(AVENUE);0;N/A;-1;2;0;1;0;0;2;;-1;1;9;1;30
202 000 022 645,00;4;N/A;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 646,00;2;RN1;0;N/A;2;4;0;1;79;0;1;;-1;1;0;1;110
202 000 022 647,00;4;Route de Mango;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
202 000 022 648,00;4;Rue Ernest prevot;0;N/A;1;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 649,00;4;FLAMBOYANTS (RUE DES);0;N/A;2;2;0;1;-1;-1;3;;-1;1;0;1;50
202 000 022 650,00;4;N/A;0;N/A;1;4;3;1;0;0;1;;-1;1;0;1;50
202 000 022 651,00;4;N/A;0;N/A;2;4;1;1;0;0;1;;-1;1;0;1;50
202 000 022 652,00;4;N/A;0;N/A;3;2;0;1;0;0;1;;-1;1;4;1;50
202 000 022 653,00;4;N/A;0;N/A;2;-1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 654,00;4;N/A;0;N/A;1;2;1;1;0;0;1;;-1;1;0;1;30
202 000 022 655,00;3;3;0;N/A;2;2;0;2;5;0;1;;-1;1;0;1;50
202 000 022 656,00;4;ALGERIE (D')                        (R );0;N/A;1;1;0;1;0;1;1;;-1;1;0;1;50
202 000 022 657,00;2;TOUTES RUES;0;N/A;3;2;0;1;1;0;1;;-1;1;1;1;50
202 000 022 658,00;2;11 - RT;0;N/A;3;4;0;1;1;0;1;;-1;1;0;1;50
202 000 022 659,00;4;AVENUE DES COURSES   ;0;N/A;-1;0;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 660,00;4;RAYMOND POINCARE(RUE);0;N/A;2;1;0;4;0;100;1;;-1;1;0;8;50
202 000 022 661,00;4;FONTAINE (RUE DE LA);0;N/A;1;1;0;1;0;0;1;;-1;1;9;1;30
202 000 022 662,00;4;FONTAINEBLEAU (ROUTE DE);0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;70
202 000 022 663,00;3;30;0;N/A;2;2;0;1;32;400;1;;-1;1;0;1;50
202 000 022 664,00;4;Rue Elisa Deroche;0;N/A;2;2;0;1;0;0;3;;-1;1;0;1;50
202 000 022 665,00;4;NC;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 666,00;4;MAAST (JACQUES);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 667,00;4;Boulevard aristide briand;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 668,00;4;RHIN ET DANUBE (AV) N° PAIRS 2 A 192;0;N/A;2;2;2;2;0;0;1;;-1;1;0;1;50
202 000 022 669,00;4;N/A;0;N/A;2;2;0;3;1;0;1;;-1;1;0;1;50
202 000 022 670,00;6;N/A;0;N/A;-1;-1;0;2;0;0;3;;-1;1;9;8;10
202 000 022 671,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 672,00;4;MINES (RUE DES);0;N/A;2;8;0;1;0;0;1;;-1;1;0;1;50
202 000 022 673,00;4;N/A;0;N/A;2;4;1;1;0;0;1;;-1;1;0;1;50
202 000 022 674,00;7;468;0;N/A;2;2;0;1;53;400;1;;-1;1;8;1;50
202 000 022 675,00;4;OURS (CHEMIN DE L');0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 676,00;3;912;0;N/A;2;2;0;1;11;50;1;;-1;1;0;1;50
202 000 022 677,00;9;BUROS DE;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 678,00;4;COTE DES BASQUES (PERSPECTIVE DE LA;0;N/A;1;1;2;2;0;0;2;;-1;1;0;1;30
202 000 022 679,00;4;PELLOT (RUE DU CAPITAINE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 022 680,00;4;N/A;0;N/A;2;0;0;1;0;0;2;;-1;1;0;1;50
202 000 022 681,00;7;626;0;N/A;1;2;0;3;-1;-1;1;;-1;1;9;1;50
202 000 022 682,00;7;941;0;N/A;2;4;2;1;-1;-1;1;;-1;1;6;1;50
202 000 022 683,00;4;EMILE BERTHELOT (IMPASSE);0;N/A;2;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 684,00;4;KERGUESTENEN (RUE  DE );0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 022 685,00;3;724;0;N/A;2;2;0;2;94;890;1;;-1;1;0;1;50
202 000 022 686,00;4;VICTOR HUGO (AVENUE);0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;50
202 000 022 687,00;3;657;0;N/A;2;3;0;1;3;45;1;;-1;1;0;1;50
202 000 022 688,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 689,00;4;N/A;0;N/A;-1;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 690,00;4;PARIS (AVENUE DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 691,00;4;BEAUFORT ROUTE;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;60
202 000 022 692,00;4;COPERNIC;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;60
202 000 022 693,00;4;BUISSON (RUE DU);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 694,00;4;N/A;0;N/A;2;2;0;1;-1;-1;2;;-1;1;0;1;50
202 000 022 695,00;4;N/A;0;N/A;2;2;0;1;-1;-1;3;;-1;1;0;4;50
202 000 022 696,00;3;504;0;N/A;2;2;0;1;0;20;1;;-1;1;0;8;50
202 000 022 697,00;3;108;0;N/A;2;1;0;1;1;950;3;;-1;1;0;1;50
202 000 022 698,00;3;751C;0;N/A;2;2;0;1;41;100;1;;-1;1;0;1;50
202 000 022 699,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 700,00;4;N/A;0;N/A;2;3;0;1;0;0;1;;-1;1;0;1;30
202 000 022 701,00;3;86;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 702,00;4;N/A;0;N/A;2;2;0;1;0;0;3;;-1;1;0;1;50
202 000 022 703,00;4;PREFECTURE MAIL;0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;60
202 000 022 704,00;2;844;0;N/A;3;0;0;1;8;350;1;;-1;1;0;1;90
202 000 022 705,00;3;207;0;N/A;1;2;0;1;2;300;1;;5,5;1;0;1;50
202 000 022 706,00;4;VENDOME (AVENUE DE);0;N/A;2;12;0;1;0;0;1;;-1;1;0;1;50
202 000 022 707,00;4;NEMOURS ( DE);0;N/A;2;2;3;2;0;0;1;;-1;1;0;1;30
202 000 022 708,00;2;136;0;N/A;1;2;0;2;23;0;1;;10,5;1;0;2;90
202 000 022 709,00;4;N/A;0;N/A;1;2;0;1;-1;-1;1;;-1;1;5;1;50
202 000 022 710,00;4;N/A;0;N/A;2;3;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 711,00;4;AVE DU DOCTEUR SCHINAZI;0;N/A;2;3;1;1;-1;-1;1;;-1;2;0;1;50
202 000 022 712,00;4;BD ALBERT 1ER;0;N/A;3;4;2;1;-1;-1;1;;-1;1;5;1;50
202 000 022 713,00;4;AVE VICTOR HUGO;0;N/A;3;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 714,00;4;BD DE MALARTIC;0;N/A;2;2;0;1;0;0;1;;-1;1;0;8;50
202 000 022 715,00;4;AVE DE MADRAN;0;N/A;2;5;2;1;-1;-1;1;;-1;1;5;1;50
202 000 022 716,00;4;Rue Huguerie;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 717,00;2;PYRENEES (AVENUE DES);0;N/A;2;2;0;1;50;680;1;;-1;1;0;1;50
202 000 022 718,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;4;1;0;1;50
202 000 022 719,00;4;Avenue du Maréchal Foch;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 022 720,00;4;BOIS DES FOSSE (RUE DU);0;N/A;2;0;0;2;0;0;2;;-1;2;0;1;50
202 000 022 721,00;3;6015;0;N/A;2;3;1;1;3;0;1;;-1;1;0;5;20
202 000 022 722,00;4;JAURES (Avenue Jean);0;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 022 723,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;9;2;0;1;50
202 000 022 724,00;4;N/A;0;N/A;2;3;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 725,00;2;137;0;N/A;3;0;0;1;46;340;1;;0;2;0;1;90
202 000 022 726,00;4;SCIERIE   RUE DE LA;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 727,00;4;18;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 728,00;4;PONT DE VIVAUX (BOULEVARD);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 729,00;4;BAILLE (BOULEVARD);0;N/A;2;5;0;1;0;0;1;;-1;1;0;1;50
202 000 022 730,00;3;141;0;N/A;1;1;0;1;28;900;1;;-1;1;5;1;50
202 000 022 731,00;1;N/A;0;N/A;2;2;0;2;0;0;1;;-1;1;0;8;30
202 000 022 732,00;4;BORDEAUX (AVENUE DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 733,00;4;LYAUTEY (AV. DU MAL);0;N/A;2;3;0;1;0;0;1;;-1;1;5;1;50
202 000 022 734,00;4;N/A;0;N/A;1;2;0;1;0;0;1;;4;2;0;1;20
202 000 022 735,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;5;2;0;1;50
202 000 022 736,00;4;N/A;0;N/A;2;3;0;1;0;0;1;;10,5;2;0;1;50
202 000 022 737,00;4;N/A;0;N/A;2;3;0;1;140;0;1;;-1;2;0;1;50
202 000 022 738,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;12;2;0;1;50
202 000 022 739,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;4;1;8;1;50
202 000 022 740,00;4;N/A;0;N/A;-1;6;0;1;0;0;1;;18;1;0;1;50
202 000 022 741,00;4;N/A;0;N/A;3;2;0;1;0;0;1;;7;1;2;1;50
202 000 022 742,00;3;155;0;N/A;2;2;0;1;0;0;1;;7;1;0;1;50
202 000 022 743,00;2;6;0;N/A;3;4;0;1;0;1;1;;-1;4;0;1;50
202 000 022 744,00;4;CARNOT (R);0;N/A;-1;2;0;1;0;0;1;;-1;2;0;8;50
202 000 022 745,00;3;5;0;N/A;-1;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 746,00;3;136;0;N/A;1;2;0;1;0;1;1;;-1;1;0;1;50
202 000 022 747,00;4;CHARLEMAGNE (PL);0;N/A;2;2;0;1;0;1;3;;-1;1;9;8;30
202 000 022 748,00;3;145;0;N/A;3;4;0;1;-1;-1;1;;-1;1;0;1;50
202 000 022 749,00;3;ESTIENNE D'ORVES RUE D';0;N/A;2;2;0;1;0;1;1;;-1;2;0;1;50
202 000 022 750,00;4;MYOSOTIS   (AVENUE DES);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 022 751,00;3;182;0;N/A;2;2;0;2;0;0;1;;-1;2;0;1;50
202 000 022 752,00;3;180;0;N/A;2;2;0;2;0;0;1;;-1;2;0;1;50
202 000 022 753,00;3;39;0;N/A;2;3;0;4;0;0;1;;-1;1;0;8;50
202 000 022 754,00;4;ALBERT 1ER (AVENUE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 022 755,00;3;72;0;N/A;2;2;0;1;0;1;1;;8;1;0;1;50
202 000 022 756,00;4;JEAN JAURES (AVENUE) N° 8 A 72;0;N/A;2;2;0;4;0;0;1;;-1;1;0;1;50
