Num_Acc;PriseEnCharge
202 000 000 933,00;2393,01
202 000 000 934,00;2393,58
202 000 000 935,00;2742,37
202 000 000 936,00;1896,16
202 000 000 937,00;2349,38
202 000 000 938,00;2500,11
202 000 000 939,00;2714,09
202 000 000 940,00;3693,65
202 000 000 941,00;2521,2
202 000 000 942,00;2520,99
202 000 000 943,00;2009,83
202 000 000 944,00;2913,17
202 000 000 945,00;2265,05
202 000 000 946,00;2040,38
202 000 000 947,00;2933,16
202 000 000 948,00;3130,91
202 000 000 949,00;2272,71
202 000 000 950,00;1892,78
202 000 000 951,00;2247,4
202 000 000 952,00;2339,66
202 000 000 953,00;1902,35
202 000 000 954,00;3126,2
202 000 000 955,00;2636,77
202 000 000 956,00;2814,51
202 000 000 957,00;1716,82
202 000 000 958,00;1263,55
202 000 000 959,00;1244,82
202 000 000 960,00;3525
202 000 000 961,00;2764,77
202 000 000 962,00;1498,05
202 000 000 963,00;1803,35
202 000 000 964,00;2142,19
202 000 000 965,00;2512,16
202 000 000 966,00;1692,28
202 000 000 967,00;2346,89
202 000 000 968,00;2970,72
202 000 000 969,00;2432,54
202 000 000 970,00;2182,61
202 000 000 971,00;2022
202 000 000 972,00;2952,99
202 000 000 973,00;2659,96
202 000 000 974,00;1885,44
202 000 000 975,00;2579,74
202 000 000 976,00;2386,65
202 000 000 977,00;2841,85
202 000 000 978,00;2304,41
202 000 000 979,00;2225,31
202 000 000 980,00;2198,8
202 000 000 981,00;3041,45
202 000 000 982,00;1403,78
202 000 000 983,00;3132,33
202 000 000 984,00;2786,42
202 000 000 985,00;2120,97
202 000 000 986,00;2934,95
202 000 000 987,00;2680,9
202 000 000 988,00;1769,07
202 000 000 989,00;2636,67
202 000 000 990,00;2041
202 000 000 991,00;2935,34
202 000 000 992,00;2551,83
202 000 000 993,00;2456,47
202 000 000 994,00;2094,01
202 000 000 995,00;2574,16
202 000 000 996,00;2265,34
202 000 000 997,00;1680,17
202 000 000 998,00;2409,52
202 000 000 999,00;2157,55
202 000 001 000,00;2537,57
202 000 001 001,00;2427,37
202 000 001 002,00;2863,15
202 000 001 003,00;2455,5
202 000 001 004,00;2167,9
202 000 001 005,00;1862,84
202 000 001 006,00;2784,55
202 000 001 007,00;2230,08
202 000 001 008,00;2505,68
202 000 001 009,00;2714,42
202 000 001 010,00;2284,47
202 000 001 011,00;2579,6
202 000 001 012,00;2886,22
202 000 001 013,00;2855,88
202 000 001 014,00;2048,75
202 000 001 015,00;2557,34
202 000 001 016,00;2096,62
202 000 001 017,00;2035,13
202 000 001 018,00;1813,11
202 000 001 019,00;2458,01
202 000 001 020,00;3202,83
202 000 001 021,00;2869,48
202 000 001 022,00;2397,52
202 000 001 023,00;1805,94
202 000 001 024,00;3594,64
202 000 001 025,00;1479,61
202 000 001 026,00;2086,61
202 000 001 027,00;2332,84
202 000 001 028,00;2449,89
202 000 001 029,00;1840,23
202 000 001 030,00;2746,76
202 000 001 031,00;1477,94
202 000 001 032,00;2489,06
202 000 001 033,00;2894,79
202 000 001 034,00;1919,54
202 000 001 035,00;3065,5
202 000 001 036,00;3031,59
202 000 001 037,00;2968,18
202 000 001 038,00;2007,13
202 000 001 039,00;1901,87
202 000 001 040,00;2870,6
202 000 001 041,00;2123,56
202 000 001 042,00;1503,69
202 000 001 043,00;2705,9
202 000 001 044,00;2806,04
202 000 001 045,00;3988,29
202 000 001 046,00;1415,5
202 000 001 047,00;2626,49
202 000 001 048,00;3172,09
202 000 001 049,00;2541,76
202 000 001 050,00;2094,5
202 000 001 051,00;1787,78
202 000 001 052,00;1512,94
202 000 001 053,00;3009,84
202 000 001 054,00;2538,09
202 000 001 055,00;2181,15
202 000 001 056,00;3104,44
202 000 001 057,00;1667,83
202 000 001 058,00;1928,8
202 000 001 059,00;1555,13
202 000 001 060,00;2224,81
202 000 001 061,00;1967,21
202 000 001 062,00;2725,35
202 000 001 063,00;1748,43
202 000 001 064,00;2086,7
202 000 001 065,00;1925,61
202 000 001 066,00;2142,1
202 000 001 067,00;2129,12
202 000 001 068,00;2254,59
202 000 001 069,00;2498,75
202 000 001 070,00;2588,59
202 000 001 071,00;2392,82
202 000 001 072,00;2529,01
202 000 001 073,00;2212,73
202 000 001 074,00;1326,69
202 000 001 075,00;2730,8
202 000 001 076,00;2787,46
202 000 001 077,00;2266,67
202 000 001 078,00;2430,89
202 000 001 079,00;2050,03
202 000 001 080,00;2451,05
202 000 001 081,00;2614,2
202 000 001 082,00;2350,51
202 000 001 083,00;2354,91
202 000 001 084,00;2363,37
202 000 001 085,00;2132,13
202 000 001 086,00;1618,01
202 000 001 087,00;1387,65
202 000 001 088,00;1423,22
202 000 001 089,00;1644,53
202 000 001 090,00;3383,37
202 000 001 091,00;2159,76
202 000 001 092,00;3085,24
202 000 001 093,00;1603,69
202 000 001 094,00;2815,45
202 000 001 095,00;1440,41
202 000 001 096,00;2196,87
202 000 001 097,00;2314,23
202 000 001 098,00;3381,51
202 000 001 099,00;2273,35
202 000 001 100,00;3714,46
202 000 001 101,00;2350,98
202 000 001 102,00;2473,96
202 000 001 103,00;2223,95
202 000 001 104,00;2426,34
202 000 001 105,00;2244,81
202 000 001 106,00;3470,93
202 000 001 107,00;3046,74
202 000 001 108,00;2462,41
202 000 001 109,00;2586,67
202 000 001 110,00;2923,31
202 000 001 111,00;2929,84
202 000 001 112,00;2587,22
202 000 001 113,00;1827,89
202 000 001 114,00;2336,99
202 000 001 115,00;2302,71
202 000 001 116,00;2683,06
202 000 001 117,00;1743,63
202 000 001 118,00;2265,42
202 000 001 119,00;2423,27
202 000 001 120,00;2455,77
202 000 001 121,00;3040,48
202 000 001 122,00;1875,53
202 000 001 123,00;2200,82
202 000 001 124,00;2110,28
202 000 001 125,00;2187,97
202 000 001 126,00;2378,38
202 000 001 127,00;1830,4
202 000 001 128,00;2547,96
202 000 001 129,00;2114,1
202 000 001 130,00;2049,31
202 000 001 131,00;3452,96
202 000 001 132,00;2001,55
202 000 001 133,00;3875,33
202 000 001 134,00;2355,88
202 000 001 135,00;2804,3
202 000 001 136,00;2285,77
202 000 001 137,00;2142,61
202 000 001 138,00;3517,42
202 000 001 139,00;2930,44
202 000 001 140,00;2486,69
202 000 001 141,00;3149,09
202 000 001 142,00;2778,96
202 000 001 143,00;2455,13
202 000 001 144,00;2173,74
202 000 001 145,00;3771,85
202 000 001 146,00;2331,76
202 000 001 147,00;3035,82
202 000 001 148,00;2722,86
202 000 001 149,00;2598,02
202 000 001 150,00;2569,25
202 000 001 151,00;2579,84
202 000 001 152,00;2528,78
202 000 001 153,00;2920,65
202 000 001 154,00;2195,13
202 000 001 155,00;2467,98
202 000 001 156,00;3184,81
202 000 001 157,00;2997,03
202 000 001 158,00;2027,58
202 000 001 159,00;2000,48
202 000 001 160,00;1970,48
202 000 001 161,00;2371,06
202 000 001 162,00;2541,1
202 000 001 163,00;1941,79
202 000 001 164,00;1885,2
202 000 001 165,00;1624,91
202 000 001 166,00;1421,98
202 000 001 167,00;2008,94
202 000 001 168,00;2567,23
202 000 001 169,00;1775,76
202 000 001 170,00;2208,42
202 000 001 171,00;1579,35
202 000 001 172,00;2021,69
202 000 001 173,00;2447,92
202 000 001 174,00;3892,32
202 000 001 175,00;2626,01
202 000 001 176,00;1682,42
202 000 001 177,00;2635,98
202 000 001 178,00;2041,32
202 000 001 179,00;1952,47
202 000 001 180,00;1752,83
202 000 001 181,00;1967,84
202 000 001 182,00;3529,38
202 000 001 183,00;2220,11
202 000 001 184,00;1671,61
202 000 001 185,00;3022,35
202 000 001 186,00;2086,52
202 000 001 187,00;2578
202 000 001 188,00;2480,54
202 000 001 189,00;1985,71
202 000 001 190,00;1522,45
202 000 001 191,00;1668,08
202 000 001 192,00;2579,69
202 000 001 193,00;2964,74
202 000 001 194,00;1561,93
202 000 001 195,00;2097,54
202 000 001 196,00;2786,84
202 000 001 197,00;2740,92
202 000 001 198,00;2938,29
202 000 001 199,00;2454,88
202 000 001 200,00;1668,67
202 000 001 201,00;2944,87
202 000 001 202,00;2124,06
202 000 001 203,00;2745,33
202 000 001 204,00;1563,54
202 000 001 205,00;1667,29
202 000 001 206,00;2755,72
202 000 001 207,00;1101,49
202 000 001 208,00;1518,68
202 000 001 209,00;1450,7
202 000 001 210,00;2288,29
202 000 001 211,00;3065,5
202 000 001 212,00;3007,42
202 000 001 213,00;1850,39
202 000 001 214,00;2133,43
202 000 001 215,00;2415,21
202 000 001 216,00;2889,48
202 000 001 217,00;2546,42
202 000 001 218,00;1986,16
202 000 001 219,00;2329,81
202 000 001 220,00;2800,51
202 000 001 221,00;2654,85
202 000 001 222,00;3143,87
202 000 001 223,00;3468,96
202 000 001 224,00;3229,81
202 000 001 225,00;2579,38
202 000 001 226,00;1894,89
202 000 001 227,00;1578,19
202 000 001 228,00;2706,93
202 000 001 229,00;3192,34
202 000 001 230,00;2938,14
202 000 001 231,00;2024,19
202 000 001 232,00;1994
202 000 001 233,00;2448,02
202 000 001 234,00;3256,65
202 000 001 235,00;2532,42
202 000 001 236,00;3274,83
202 000 001 237,00;2378,12
202 000 001 238,00;2578,55
202 000 001 239,00;2137,91
202 000 001 240,00;2006,59
202 000 001 241,00;2495,85
202 000 001 242,00;3111,19
202 000 001 243,00;1953,46
202 000 001 244,00;2215,79
202 000 001 245,00;2405,99
202 000 001 246,00;2516,58
202 000 001 247,00;2290,31
202 000 001 248,00;2381,32
202 000 001 249,00;3529,93
202 000 001 250,00;3930,46
202 000 001 251,00;3206,25
202 000 001 252,00;2371,61
202 000 001 253,00;2536,4
202 000 001 254,00;2509,1
202 000 001 255,00;2488,7
202 000 001 256,00;3205,11
202 000 001 257,00;2311,18
202 000 001 258,00;3538,04
202 000 001 259,00;2333,93
202 000 001 260,00;2690,98
202 000 001 261,00;2197,82
202 000 001 262,00;3066,75
202 000 001 263,00;3041,62
202 000 001 264,00;1740,66
202 000 001 265,00;1879,24
202 000 001 266,00;3048,19
202 000 001 267,00;1796,15
202 000 001 268,00;1398,95
202 000 001 269,00;1601,53
202 000 001 270,00;3055,31
202 000 001 271,00;1343,57
202 000 001 272,00;2390,11
202 000 001 273,00;1869,77
202 000 001 274,00;2819,45
202 000 001 275,00;2267,37
202 000 001 276,00;1757,35
202 000 001 277,00;2792,54
202 000 001 278,00;1861,9
202 000 001 279,00;1814,38
202 000 001 280,00;1577,49
202 000 001 281,00;2127,38
202 000 001 282,00;1464,8
202 000 001 283,00;1744,2
202 000 001 284,00;1666,23
202 000 001 285,00;1674,87
202 000 001 286,00;1687,1
202 000 001 287,00;2517,6
202 000 001 288,00;1579,38
202 000 001 289,00;2885,17
202 000 001 290,00;2253,29
202 000 001 291,00;2565,46
202 000 001 292,00;1864,33
202 000 001 293,00;3030,93
202 000 001 294,00;2198,04
202 000 001 295,00;2465,57
202 000 001 296,00;1466,21
202 000 001 297,00;2735,77
202 000 001 298,00;3056,11
202 000 001 299,00;1986,82
202 000 001 300,00;2158,48
202 000 001 301,00;2934,73
202 000 001 302,00;1617,71
202 000 001 303,00;3195,69
202 000 001 304,00;2520,17
202 000 001 305,00;2027,49
202 000 001 306,00;1783,58
202 000 001 307,00;2069,06
202 000 001 308,00;2768,26
202 000 001 309,00;2738,1
202 000 001 310,00;3022,18
202 000 001 311,00;2553,6
202 000 001 312,00;1627,48
202 000 001 313,00;2346,1
202 000 001 314,00;2133,41
202 000 001 315,00;2801,6
202 000 001 316,00;2535,68
202 000 001 317,00;2115,01
202 000 001 318,00;2400,43
202 000 001 319,00;2772,65
202 000 001 320,00;2317,9
202 000 001 321,00;2697,73
202 000 001 322,00;2863,97
202 000 001 323,00;2406,68
202 000 001 324,00;2892,55
202 000 001 325,00;2925,28
202 000 001 326,00;2567,55
202 000 001 327,00;2454,14
202 000 001 328,00;2807,86
202 000 001 329,00;2566,16
202 000 001 330,00;2713,6
202 000 001 331,00;2723,73
202 000 001 332,00;2309,2
202 000 001 333,00;2416,04
202 000 001 334,00;2460,44
202 000 001 335,00;2307,07
202 000 001 336,00;2366,13
202 000 001 337,00;3239,3
202 000 001 338,00;2219,94
202 000 001 339,00;2610,34
202 000 001 340,00;2174,58
202 000 001 341,00;2869,29
202 000 001 342,00;2729,37
202 000 001 343,00;2646,11
202 000 001 344,00;2809,51
202 000 001 345,00;2510,9
202 000 001 346,00;1860,2
202 000 001 347,00;2704,94
202 000 001 348,00;2545,57
202 000 001 349,00;2442,08
202 000 001 350,00;2006,04
202 000 001 351,00;2202,23
202 000 001 352,00;2177,39
202 000 001 353,00;2354,35
202 000 001 354,00;2925,87
202 000 001 355,00;2250,94
202 000 001 356,00;2536,19
202 000 001 357,00;2536,7
202 000 001 358,00;2628,36
202 000 001 359,00;1980,76
202 000 001 360,00;2496,01
202 000 001 361,00;2334,32
202 000 001 362,00;2936,3
202 000 001 363,00;2052,72
202 000 001 364,00;2067,07
202 000 001 365,00;3679,14
202 000 001 366,00;2889,2
202 000 001 367,00;2768,67
202 000 001 368,00;2407,41
202 000 001 369,00;3222,85
202 000 001 370,00;3035,46
202 000 001 371,00;2538,05
202 000 001 372,00;3597,4
202 000 001 373,00;2403,29
202 000 001 374,00;2534,54
202 000 001 375,00;2542,17
202 000 001 376,00;2764,73
202 000 001 377,00;2213,84
202 000 001 378,00;2564,49
202 000 001 379,00;1566,84
202 000 001 380,00;2510,74
202 000 001 381,00;2685,82
202 000 001 382,00;2357,56
202 000 001 383,00;2063,6
202 000 001 384,00;1847,18
202 000 001 385,00;2221,4
202 000 001 386,00;2652,16
202 000 001 387,00;2191,9
202 000 001 388,00;2756,44
202 000 001 389,00;1988,34
202 000 001 390,00;1901,62
202 000 001 391,00;2266,88
202 000 001 392,00;2155,33
202 000 001 393,00;2589,56
202 000 001 394,00;2111,7
202 000 001 395,00;2976,35
202 000 001 396,00;2639,12
202 000 001 397,00;2036,92
202 000 001 398,00;2160,53
202 000 001 399,00;2678,01
202 000 001 400,00;3155,71
202 000 001 401,00;2411,48
202 000 001 402,00;2639,04
202 000 001 403,00;2487,63
202 000 001 404,00;2233,83
202 000 001 405,00;2313,86
202 000 001 406,00;3411,75
202 000 001 407,00;2327,31
202 000 001 408,00;2981,53
202 000 001 409,00;2260,36
202 000 001 410,00;2572,63
202 000 001 411,00;2325,04
202 000 001 412,00;2382,14
202 000 001 413,00;2132,73
202 000 001 414,00;3012,78
202 000 001 415,00;2226,28
202 000 001 416,00;2943,58
202 000 001 417,00;2604,28
202 000 001 418,00;3381,6
202 000 001 419,00;3061,51
202 000 001 420,00;2110,15
202 000 001 421,00;2942,11
202 000 001 422,00;1463,16
202 000 001 423,00;2276,73
202 000 001 424,00;3230,82
202 000 001 425,00;1943,44
202 000 001 426,00;1987,45
202 000 001 427,00;1979,56
202 000 001 428,00;2326,76
202 000 001 429,00;2064,21
202 000 001 430,00;2298,4
202 000 001 431,00;2566,53
202 000 001 432,00;2420,35
202 000 001 433,00;2104,64
202 000 001 434,00;2628,69
202 000 001 435,00;2249,3
202 000 001 436,00;2448,59
202 000 001 437,00;1819,13
202 000 001 438,00;2814,83
202 000 001 439,00;2323,22
202 000 001 440,00;2181,81
202 000 001 441,00;2456,54
202 000 001 442,00;2493,88
202 000 001 443,00;2685,76
202 000 001 444,00;2171,35
202 000 001 445,00;2212,32
202 000 001 446,00;2572,03
202 000 001 447,00;2721,77
202 000 001 448,00;1994,95
202 000 001 449,00;3369,49
202 000 001 450,00;2601,39
202 000 001 451,00;2254,34
202 000 001 452,00;3756,19
202 000 001 453,00;3253,92
202 000 001 454,00;3503,71
202 000 001 455,00;2352,77
202 000 001 456,00;2564,84
202 000 001 457,00;2461,88
202 000 001 458,00;2433,28
202 000 001 459,00;2264,63
202 000 001 460,00;2181,94
202 000 001 461,00;3039,58
202 000 001 462,00;2532,26
202 000 001 463,00;2346,27
202 000 001 464,00;2158,35
202 000 001 465,00;2265,84
202 000 001 466,00;2585,52
202 000 001 467,00;2159,61
202 000 001 468,00;2640,98
202 000 001 469,00;2505,58
202 000 001 470,00;2990,01
202 000 001 471,00;2498,12
202 000 001 472,00;3393,65
202 000 001 473,00;2556,18
202 000 001 474,00;2204,78
202 000 001 475,00;3055,82
202 000 001 476,00;2699,76
202 000 001 477,00;2425,3
202 000 001 478,00;1982,24
202 000 001 479,00;2561,87
202 000 001 480,00;3554,94
202 000 001 481,00;2652,15
202 000 001 482,00;2710,21
202 000 001 483,00;2550,75
202 000 001 484,00;2561,23
202 000 001 485,00;3254,78
202 000 001 486,00;2644,21
202 000 001 487,00;3644,52
202 000 001 488,00;2845,6
202 000 001 489,00;2568,58
202 000 001 490,00;3213,81
202 000 001 491,00;1731,48
202 000 001 492,00;2944,56
202 000 001 493,00;3288,9
202 000 001 494,00;1619,6
202 000 001 495,00;2415,19
202 000 001 496,00;1888,41
202 000 001 497,00;2872,36
202 000 001 498,00;1667,22
202 000 001 499,00;2486,37
202 000 001 500,00;2200,86
202 000 001 501,00;2282,77
202 000 001 502,00;1658,67
202 000 001 503,00;2601,48
202 000 001 504,00;1725,49
202 000 001 505,00;2000,16
202 000 001 506,00;2638,08
202 000 001 507,00;1971,65
202 000 001 508,00;1676,26
202 000 001 509,00;1615,44
202 000 001 510,00;2749,39
202 000 001 511,00;2546,49
202 000 001 512,00;2978,28
202 000 001 513,00;1995,71
202 000 001 514,00;2130,39
202 000 001 515,00;2457,7
202 000 001 516,00;2941,16
202 000 001 517,00;1616,91
202 000 001 518,00;1803,6
202 000 001 519,00;1767,87
202 000 001 520,00;1655,33
202 000 001 521,00;2213,34
202 000 001 522,00;2849
202 000 001 523,00;3743,95
202 000 001 524,00;1959,7
202 000 001 525,00;1530,2
202 000 001 526,00;1906,03
202 000 001 527,00;2708,19
202 000 001 528,00;1574,76
202 000 001 529,00;1879,28
202 000 001 530,00;2641,93
202 000 001 531,00;1774,28
202 000 001 532,00;2234,75
202 000 001 533,00;2202,11
202 000 001 534,00;1551,53
202 000 001 535,00;1719,9
202 000 001 536,00;2557,66
202 000 001 537,00;3719,76
202 000 001 538,00;3293,49
202 000 001 539,00;2700,31
202 000 001 540,00;2002,25
202 000 001 541,00;3256,37
202 000 001 542,00;3107,29
202 000 001 543,00;2428,14
202 000 001 544,00;2547,44
202 000 001 545,00;1899,82
202 000 001 546,00;2094,91
202 000 001 547,00;2299,48
202 000 001 548,00;3273,67
202 000 001 549,00;1646,46
202 000 001 550,00;1614,53
202 000 001 551,00;3073,96
202 000 001 552,00;1731,49
202 000 001 553,00;1674,06
202 000 001 554,00;2487,23
202 000 001 555,00;2537,91
202 000 001 556,00;2417,8
202 000 001 557,00;1768,67
202 000 001 558,00;3400,61
202 000 001 559,00;1645,82
202 000 001 560,00;1741,64
202 000 001 561,00;2225,04
202 000 001 562,00;2838,45
202 000 001 563,00;2309,11
202 000 001 564,00;2224,11
202 000 001 565,00;2555,19
202 000 001 566,00;2627,31
202 000 001 567,00;2129,97
202 000 001 568,00;1655,15
202 000 001 569,00;2610,72
202 000 001 570,00;2164,47
202 000 001 571,00;2309,18
202 000 001 572,00;2246,93
202 000 001 573,00;2837,04
202 000 001 574,00;2084,23
202 000 001 575,00;2693,77
202 000 001 576,00;2207,56
202 000 001 577,00;2227,37
202 000 001 578,00;2727,23
202 000 001 579,00;2734,06
202 000 001 580,00;2083,35
202 000 001 581,00;3163,79
202 000 001 582,00;2543,56
202 000 001 583,00;2399,48
202 000 001 584,00;2462,31
202 000 001 585,00;2373,05
202 000 001 586,00;2189,07
202 000 001 587,00;2750,95
202 000 001 588,00;2799,55
202 000 001 589,00;2455,75
202 000 001 590,00;2839,8
202 000 001 591,00;3090,73
202 000 001 592,00;1916,9
202 000 001 593,00;2051,94
202 000 001 594,00;2851,71
202 000 001 595,00;2616,26
202 000 001 596,00;3126,05
202 000 001 597,00;2493,43
202 000 001 598,00;2098,45
202 000 001 599,00;3102,3
202 000 001 600,00;1793,4
202 000 001 601,00;2375,26
202 000 001 602,00;1948,84
202 000 001 603,00;1753,43
202 000 001 604,00;1571,93
202 000 001 605,00;2680,08
202 000 001 606,00;2121,69
202 000 001 607,00;2621,65
202 000 001 608,00;3122,73
202 000 001 609,00;2143,89
202 000 001 610,00;3785,69
202 000 001 611,00;2276,79
202 000 001 612,00;1757,47
202 000 001 613,00;3425,73
202 000 001 614,00;3035,2
